Pháp lý,Hướng,Chính chủ,Đường trước nhà,Giá,url,Địa chỉ tài sản,Mã tin,Số phòng ngủ,Loại BDS,Chiều dài,Diện tích,Sân thượng,Thuộc dự án,Phòng ăn,Loại tin,Chổ để xe hơi,Chiều ngang,Nhà bếp,Số lầu
Sổ hồng/ Sổ đỏ,Tây Bắc,---,7m,450 triệu,https://alonhadat.com.vn/can-ban-lo-dat-xa-cam-thanh-huyen-cam-thuy-tinhthanh-hoa-276m2-rong-7-2m-gia-650-trieu-11448249.html,"Đường Quốc lộ 217, Xã Cẩm Thành, Huyện Cẩm Thủy, Thanh Hóa",11448249.0,---,"Đất thổ cư, đất ở","40,3m",276 m2,---,,---,Cần bán,---,"7,2m",---,---
---,_,---,17m,80 tỷ,https://alonhadat.com.vn/biet-thu-kdtm-ha-dinh-thanh-xuan-phu-hop-vua-lam-van-phong-vua-o--17325705.html,"Đường Nguyễn Xiển, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",17325705.0,5,"Biệt thự, nhà liền kề",---,158 m2,---,,---,Cần bán,---,---,---,7
Sổ hồng/ Sổ đỏ,_,---,4m,"12,3 tỷ",https://alonhadat.com.vn/-co-hoi-so-huu-manh-dat-kim-cuong-tai-duc-dien-90m-mat-tien-8-6m-16516967.html,"Đường Đức Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",16516967.0,1,Nhà trong hẻm,---,90 m2,---,,---,Cần bán,---,---,---,1
Sổ hồng/ Sổ đỏ,_,---,6m,"16,2 tỷ",https://alonhadat.com.vn/-ban-dat-hoang-cong-chat-mat-ngo-o-to-52m-gia-nhinh-16-ty-hop-xay-ccmn--16478610.html,"Đường Hoàng Công Chất, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",16478610.0,1,"Đất thổ cư, đất ở",---,52 m2,---,,---,Cần bán,---,---,---,1
Sổ hồng/ Sổ đỏ,_,---,6m,29 tỷ,https://alonhadat.com.vn/can-ban-gap-chung-cu-mini-my-dinh-tang-1-kinh-doanh-spa-dong-duc--14450687.html,"Đường Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",14450687.0,24,"Phòng trọ, nhà trọ",---,99 m2,---,,---,Cần bán,---,---,---,8
Sổ hồng/ Sổ đỏ,_,---,5m,"1,13 tỷ",https://alonhadat.com.vn/-sieu-hiem-lo-dat-107m-mat-tien-29m-truc-chinh-vin-cam-lam-gia-chi-1-13-ty--17380090.html,"Xã Cam Hiệp Bắc, Huyện Cam Lâm, Khánh Hòa",17380090.0,---,"Đất thổ cư, đất ở",15m,108 m2,---,,---,Cần bán,---,"7,9m",---,---
Sổ hồng/ Sổ đỏ,Bắc,---,12m,"9,12 tỷ",https://alonhadat.com.vn/3-2ha-cao-su-tien-hung-tp-dong-xoai-gia-2-850-ha-17409563.html,"Xã Tiến Hưng, Thành phố Đồng Xoài, Bình Phước",17409563.0,---,"Đất nông, lâm nghiệp",150m,32.000 m2,---,,---,Cần bán,---,225m,---,---
Sổ hồng/ Sổ đỏ,Đông Nam,---,12m,1 tỷ,https://alonhadat.com.vn/hon-7-sao-cao-su-phu-rieng-110m-mat-tien-gia-1-ti-17407714.html,"Xã Phú Riềng, Huyện Phú Riềng, Bình Phước",17407714.0,---,"Đất nông, lâm nghiệp",65m,7.400 m2,---,,---,Cần bán,---,110m,---,---
Sổ hồng/ Sổ đỏ,_,---,30m,29 tỷ,https://alonhadat.com.vn/ban-mat-tien-kinh-doanh-3-thang-2-dt-6-1x22-5m-3-lau-dep-p-16-quan-11-gia-29-ty-16653891.html,"Đường Ba Tháng Hai, Phường 16, Quận 11, Hồ Chí Minh",16653891.0,5,Nhà mặt tiền,22m,133 m2,,,,Cần bán,,6m,,4
Sổ hồng/ Sổ đỏ,_,---,8m,"11,5 tỷ",https://alonhadat.com.vn/ha-1-5-ty-ban-nha-sat-mt-hoa-hao-dt-4-5x15m-tret-3-lau-dep-p-05-quan-10-gia-11-5-ty-16351129.html,"Đường Hòa Hảo, Phường 5, Quận 10, Hồ Chí Minh",16351129.0,6,Nhà trong hẻm,---,67 m2,,,,Cần bán,,---,,4
Sổ hồng/ Sổ đỏ,_,---,30m,"24,5 tỷ",https://alonhadat.com.vn/ban-mat-tien-nguyen-trai-nguyen-tri-phuong-dt-5x12m-4-lau-quan-5-chi-24-5-ty-17269409.html,"Đường Nguyễn Trãi, Phường 7, Quận 5, Hồ Chí Minh",17269409.0,7,Nhà mặt tiền,12m,60 m2,,,,Cần bán,,5m,,4
---,_,---,10m,"8,5 tỷ",https://alonhadat.com.vn/-ban-gap-nha-46m-nguyen-dinh-chieu-quan-3-chi-8-5-ty--17412913.html,"Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Hồ Chí Minh",17412913.0,4,Nhà trong hẻm,"11,5m",46 m2,---,,---,Cần bán,---,4m,---,3
Sổ hồng/ Sổ đỏ,_,---,14m,"4,48 tỷ",https://alonhadat.com.vn/ban-nha-sieu-pham-mat-tien-kinh-doanh-xuan-thuy-p-quang-trung-quy-nhon-gia-chi-nhinh-3-t-16412677.html,"Đường Nguyễn Quảng, Phường Đống Đa, Thành phố Quy Nhơn, Bình Định",16412677.0,3,Nhà mặt tiền,12m,44 m2,---,,---,Cần bán,---,5m,---,3
Sổ hồng/ Sổ đỏ,_,---,10m,"18,5 tỷ",https://alonhadat.com.vn/ban-dat-ks-mat-tien-doi-lung-xuan-dieu-cach-bien-quy-nhon-chi-50m-169m2-ngang-dep-8-8m-17255078.html,"Phường Hải Cảng, Thành phố Quy Nhơn, Bình Định",17255078.0,---,"Đất thổ cư, đất ở","19,2m",169 m2,---,,---,Cần bán,---,"8,8m",---,---
Sổ hồng/ Sổ đỏ,_,---,12m,"3,98 tỷ",https://alonhadat.com.vn/ban-nha-3-tang-mat-tien-ngo-trong-thien-phuong-quy-nhon-gan-ho-sinh-thai-dong-da-gia-4tyx-17147538.html,"Phường Đống Đa, Thành phố Quy Nhơn, Bình Định",17147538.0,3,Nhà trong hẻm,---,40 m2,---,,---,Cần bán,---,5m,---,3
Sổ hồng/ Sổ đỏ,_,---,12m,"3,7 tỷ",https://alonhadat.com.vn/ban-lo-mat-tien-truc-chinh-ha-thanh-2-view-cong-vien-tran-van-dung-quy-nhon-93m-ngang4-7m-17070837.html,"Phường Nhơn Bình, Thành phố Quy Nhơn, Bình Định",17070837.0,---,"Đất thổ cư, đất ở",20m,100 m2,---,,---,Cần bán,---,5m,---,---
---,_,---,10m,"14,5 tỷ",https://alonhadat.com.vn/ban-gap-nha-cap-4-vinh-khang-ngoc-hoi-kinh-doanh-conteno-tranh-vi-tri-vang-gia-14-5-ty-17412909.html,"Đường Ngọc Hồi, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",17412909.0,2,Nhà mặt tiền,---,80 m2,---,,---,Cần bán,---,---,---,2
Sổ hồng/ Sổ đỏ,_,---,2m,"1,15 tỷ",https://alonhadat.com.vn/ban-gap-nha-tam-hiep-sat-pham-van-thuan-chi-1ty1-qua-re-gia-dau-tu-full-tho-cu-17408002.html,"Đường Phạm Văn Thuận, Phường Tam Hiệp, Thành phố Biên Hoà, Đồng Nai",17408002.0,2,Nhà trong hẻm,11m,52 m2,---,,,Cần bán,---,5m,,---
Sổ hồng/ Sổ đỏ,_,---,30m,50 tỷ,https://alonhadat.com.vn/ban-gap-500m2-nha-goc-2-mat-tien-naq-tan-mai-gan-cho-tan-phong-gia-tot-dau-tu-qua-re-17408335.html,"Đường Nguyễn Ái Quốc, Phường Tân Mai, Thành phố Biên Hoà, Đồng Nai",17408335.0,---,Nhà mặt tiền,20m,500 m2,---,,---,Cần bán,---,"26,5m",---,---
Sổ hồng/ Sổ đỏ,_,---,5m,"4,15 tỷ",https://alonhadat.com.vn/ban-gap-nha-tan-bien-ngay-cho-sat-chi-1-xecql1a-kinh-doanh-ok-gia-tot-chi-4ty-thoi-17408089.html,"Quốc lộ 1A, Phường Tân Biên, Thành phố Biên Hoà, Đồng Nai",17408089.0,---,Nhà trong hẻm,22m,110 m2,---,,---,Cần bán,,5m,---,---
Sổ hồng/ Sổ đỏ,Nam,---,6m,"1,59 tỷ",https://alonhadat.com.vn/ban-dat-huong-chinh-nam-tdc-vu-quy-vi-tri-sieu-dep-17113613.html,"Đường Quốc lộ 39B, Xã Vũ Quý, Huyện Kiến Xương, Thái Bình",17113613.0,---,"Đất nền, liền kề, đất dự án",19m,108 m2,---,,---,Cần bán,---,6m,---,---
Sổ hồng/ Sổ đỏ,Đông Nam,---,7m,"3,15 tỷ",https://alonhadat.com.vn/ban-dat-lo-goc-huong-dong-nam-mat-duong-10-m-tdc-phu-xuan-tp-thai-binh-17364643.html,"07 Xã Vũ Phúc, Thành phố Thái Bình, Thái Bình",17364643.0,---,"Đất nền, liền kề, đất dự án",14m,63 m2,---,Khu đô thị mới DragonHomes Eco City (xem chi tiết dự án),---,Cần bán,---,"4,5m",---,---
Sổ hồng/ Sổ đỏ,Tây Nam,---,13m,"2,05 tỷ",https://alonhadat.com.vn/ban-dat-56m2-khu-do-thi-ky-dong-ngay-sat-showroom-vinfast-tp-thai-binh-17300522.html,"20 Phường Phú Xuân, Thành phố Thái Bình, Thái Bình",17300522.0,---,"Đất nền, liền kề, đất dự án",14m,56 m2,---,Khu đô thị mới Kỳ Đồng Thái Bình Dragon City (xem chi tiết dự án),---,Cần bán,---,4m,---,---
Sổ hồng/ Sổ đỏ,Tây Bắc,---,10m,"2,68 tỷ",https://alonhadat.com.vn/ban-dat-huong-tay-bac-tdc-sos-hoang-dieu-tp-thai-binh-16684234.html,"126 Phường Hoàng Diệu, Thành phố Thái Bình, Thái Bình",16684234.0,---,"Đất nền, liền kề, đất dự án",16m,64 m2,---,Khu tái định cư Hoàng Diệu (xem chi tiết dự án),---,Cần bán,---,4m,---,---
Sổ hồng/ Sổ đỏ,Tây Nam,---,6m,"10,5 tỷ",https://alonhadat.com.vn/ban-lo-goc-biet-thu-tdc-hoang-dieu-trung-tam-tp-thai-binh-17109353.html,"01 Đường số 1, Phường Hoàng Diệu, Thành phố Thái Bình, Thái Bình",17109353.0,---,"Đất thổ cư, đất ở",25m,359 m2,---,Khu tái định cư Hoàng Diệu (xem chi tiết dự án),---,Cần bán,---,14m,---,---
Sổ hồng/ Sổ đỏ,_,---,6m,"10,5 tỷ",https://alonhadat.com.vn/hem-o-to-hong-bang-ngay-duong-3-2-quan-11-83m2-6-4x13-4-tang-nhinh-10t-17412908.html,"Đường 702 Hồng Bàng, Phường 1, Quận 11, Hồ Chí Minh",17412908.0,4,Nhà trong hẻm,13m,83 m2,,,,Cần bán,,"6,4m",,4
Sổ hồng/ Sổ đỏ,_,---,20m,"23,5 tỷ",https://alonhadat.com.vn/nha-pho-van-xuan-ql32-145m2-5-tang-thang-may-mat-tien-10m-lam-van-phong-dai-dien-gia-24-ty-16412715.html,"Đường Quốc lộ 32, Thị trấn Trạm Trôi, Huyện Hoài Đức, Hà Nội",16412715.0,5,Nhà mặt tiền,15m,145 m2,,,,Cần bán,,10m,,5
Sổ hồng/ Sổ đỏ,_,---,7m,29 tỷ,https://alonhadat.com.vn/phan-lo-truong-dinh-100m-7-tang-thang-may-29-ty-gara-fun-noi-that-2-thoang-17374476.html,"Đường Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",17374476.0,7,Nhà trong hẻm,---,100 m2,,,,Cần bán,,---,,7
Sổ hồng/ Sổ đỏ,_,---,4m,"6,4 tỷ",https://alonhadat.com.vn/dat-dep-ngo-o-to-vao-nha-cach-cau-thang-long-1km-17412903.html,"Xã Hải Bối, Huyện Đông Anh, Hà Nội",17412903.0,---,"Đất thổ cư, đất ở",---,75 m2,---,,---,Cần bán,---,"4,5m",---,---
Sổ hồng/ Sổ đỏ,_,---,4m,"6,29 tỷ",https://alonhadat.com.vn/ngo-thong-duong-rong-dien-tich-64m-khu-vuc-thanh-pho-ven-song-17412671.html,"Xã Hải Bối, Huyện Đông Anh, Hà Nội",17412671.0,---,"Đất thổ cư, đất ở",---,64 m2,---,,---,Cần bán,---,4m,---,---
Sổ hồng/ Sổ đỏ,_,---,"2,5m","4,3 tỷ",https://alonhadat.com.vn/nha-3-tang-moi-tinh-san-o-gan-ho-dieu-hoa-gan-cho-nhinh-4-ty-17412751.html,"Xã Đại Mạch, Huyện Đông Anh, Hà Nội",17412751.0,---,"Đất thổ cư, đất ở",---,44 m2,---,,---,Cần bán,---,6m,---,---
Sổ hồng/ Sổ đỏ,_,---,8m,"27,5 tỷ",https://alonhadat.com.vn/chinh-chu-ban-nha-duong-khue-le-duc-tho-3-oto-tranh-2-thoang-vinh-vien-mt-gan-5m-72m2-28ti-17341083.html,"Đường Dương Khuê, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",17341083.0,5,Nhà mặt tiền,15m,72 m2,,,,Cần bán,,"4,7m",,5
---,_,---,50m,"37,5 tỷ",https://alonhadat.com.vn/ban-nha-mat-pho-nguyen-xien-thanh-xuan-kinh-doanh-dinh-cao--16441412.html,"Đường Nguyễn Xiển, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",16441412.0,4,Nhà mặt tiền,---,63 m2,---,,---,Cần bán,---,---,---,8
Sổ hồng/ Sổ đỏ,_,---,5m,"11,8 tỷ",https://alonhadat.com.vn/sieu-dep-ban-nha-nguyen-van-linh-long-bien-50m-6-tang-thang-may-full-noi-that-lo-go-17412462.html,"Đường Nguyễn Văn Linh, Phường Sài Đồng, Quận Long Biên, Hà Nội",17412462.0,5,Nhà trong hẻm,---,50 m2,,,,Cần bán,,6m,,6
Sổ hồng/ Sổ đỏ,_,---,4m,"6,4 tỷ",https://alonhadat.com.vn/phan-khuc-hiem-ban-dat-trau-quy-gia-lam-43m-nhinh-6-ty-o-to-ngo-thong--17412467.html,"Đường Ngô Xuân Quảng, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",17412467.0,---,"Đất thổ cư, đất ở",---,43 m2,---,,---,Cần bán,---,4m,---,---
---,_,---,17m,"33,6 tỷ",https://alonhadat.com.vn/ban-shophouse-du-an-rue-de-charm-nguyen-xien-thanh-xuan--16233532.html,"Đường Nguyễn Xiển, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",16233532.0,6,"Biệt thự, nhà liền kề",---,124 m2,---,Khu phức hợp Rue De Charme (xem chi tiết dự án),---,Cần bán,---,---,---,5
Sổ hồng/ Sổ đỏ,_,---,---,"4,8 tỷ",https://alonhadat.com.vn/hiem-ban-can-2n2w-n06-tran-quy-kien-bc-dong-nam-gia-4-98-ty-co-thuong-luong-dien-t-17383288.html,"Phố Trần Quý Kiên, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",17383288.0,2,Căn hộ chung cư,---,56 m2,---,Khu đô thị mới Dịch Vọng (xem chi tiết dự án),---,Cần bán,---,---,---,1
---,_,---,---,"4,8 tỷ",https://alonhadat.com.vn/hiem-ban-can-2n2w-n06-tran-quy-kien-bc-dong-nam-gia-4-98-ty-co-thuong-luong-dien-t-17383289.html,"Phố Trần Quý Kiên, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",17383289.0,2,Căn hộ chung cư,---,56 m2,---,Căn hộ chung cư Làng Quốc tế Thăng Long (xem chi tiết dự án),---,Cần bán,---,---,---,1
Sổ hồng/ Sổ đỏ,_,---,5m,"4,8 tỷ",https://alonhadat.com.vn/hiem-ban-can-2n2w-n06-tran-quy-kien-bc-dong-nam-gia-4-98-ty-17383290.html,"N06 Phố Trần Quý Kiên, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",17383290.0,2,Nhà mặt tiền,5m,56 m2,---,,---,Cần bán,---,5m,---,1
Sổ hồng/ Sổ đỏ,_,---,---,"4,95 tỷ",https://alonhadat.com.vn/hiem-ban-can-2n2w-n06-tran-quy-kien-bc-dong-nam-gia-4-98-ty-co-thuong-luo-17383291.html,"Phố Trần Quý Kiên, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",17383291.0,2,Căn hộ chung cư,---,56 m2,---,Khu đô thị mới Dịch Vọng (xem chi tiết dự án),---,Cần bán,---,---,---,1
Sổ hồng/ Sổ đỏ,_,---,17m,110 tỷ,https://alonhadat.com.vn/ban-biet-thu-lo-goc-263m2-view-thoang-duong-rong-16331983.html,"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",16331983.0,5,"Biệt thự, nhà liền kề",---,263 m2,---,Khu đô thị mới Nam Thăng Long - Ciputra Hà Nội (xem chi tiết dự án),---,Cần bán,---,14m,---,4
Sổ hồng/ Sổ đỏ,_,---,17m,50 tỷ,https://alonhadat.com.vn/ban-lien-ke-140m2-gia-chi-50-ty-duong-truoc-nha-rong-17-5m-16332080.html,"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",16332080.0,5,"Biệt thự, nhà liền kề",---,140 m2,---,Khu đô thị mới Nam Thăng Long - Ciputra Hà Nội (xem chi tiết dự án),---,Cần bán,---,7m,---,4
Sổ hồng/ Sổ đỏ,_,---,30m,118 tỷ,https://alonhadat.com.vn/chinh-chu-ban-biet-thu-296m2-khu-c-ciputra-16332186.html,"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",16332186.0,5,"Biệt thự, nhà liền kề",---,296 m2,---,Khu đô thị mới Nam Thăng Long - Ciputra Hà Nội (xem chi tiết dự án),---,Cần bán,---,12m,---,4
Sổ hồng/ Sổ đỏ,_,---,17m,132 tỷ,https://alonhadat.com.vn/chinh-chu-ban-biet-thu-330m2-khu-g-ciputra-16332239.html,"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",16332239.0,5,"Biệt thự, nhà liền kề",---,330 m2,---,Khu đô thị mới Nam Thăng Long - Ciputra Hà Nội (xem chi tiết dự án),---,Cần bán,---,12m,---,4
---,_,---,30m,"89,435 tỷ",https://alonhadat.com.vn/ban-biet-thu-don-lap-180m2-doi-dien-trung-tam-thuong-mai-lotte-16333215.html,"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",16333215.0,5,"Biệt thự, nhà liền kề",20m,180 m2,---,Khu đô thị mới Nam Thăng Long - Ciputra Hà Nội (xem chi tiết dự án),---,Cần bán,---,9m,---,4
Sổ hồng/ Sổ đỏ,_,---,40m,235 tỷ,https://alonhadat.com.vn/hang-hiem-biet-thu-don-lap-lo-goc-tay-ho-452m2-14206012.html,"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",14206012.0,5,"Biệt thự, nhà liền kề",32m,452 m2,---,Khu đô thị mới Nam Thăng Long - Ciputra Hà Nội (xem chi tiết dự án),---,Cần bán,---,14m,---,3
Sổ hồng/ Sổ đỏ,_,---,17m,177 tỷ,https://alonhadat.com.vn/ban-biet-thu-can-goc-354m2-giai-doan-1-ciputra-16701268.html,"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",16701268.0,5,"Biệt thự, nhà liền kề",30m,354 m2,---,Khu đô thị mới Nam Thăng Long - Ciputra Hà Nội (xem chi tiết dự án),---,Cần bán,---,12m,---,3
Sổ hồng/ Sổ đỏ,_,---,30m,204 tỷ,https://alonhadat.com.vn/chinh-chu-ban-dat-vuon-dao-lo-goc-252m2-doi-dien-trung-tam-thuong-mai-lotte-16478268.html,"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",16478268.0,---,"Đất thổ cư, đất ở",17m,252 m2,---,Khu phức hợp Vườn Đào (xem chi tiết dự án),---,Cần bán,---,15m,---,---
Sổ hồng/ Sổ đỏ,_,---,15m,"75,6 tỷ",https://alonhadat.com.vn/chinh-chu-ban-biet-thu-180m2-khu-k-ciputra-tay-ho-16478329.html,"Đường Nguyễn Văn Huyên, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",16478329.0,5,"Biệt thự, nhà liền kề",20m,180 m2,---,Khu đô thị mới Nam Thăng Long - Ciputra Hà Nội (xem chi tiết dự án),---,Cần bán,---,9m,---,4
---,_,---,15m,"91,5 tỷ",https://alonhadat.com.vn/chinh-chu-ban-biet-thu-218m2-giai-doan-1-ciputra-tay-ho-16478361.html,"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",16478361.0,5,"Biệt thự, nhà liền kề",21m,218 m2,---,Khu đô thị mới Nam Thăng Long - Ciputra Hà Nội (xem chi tiết dự án),---,Cần bán,---,9m,---,3
Sổ hồng/ Sổ đỏ,_,---,17m,124 tỷ,https://alonhadat.com.vn/sieu-hiem-lo-goc-297m2-giai-doan-1-ciputra-tay-ho-16478417.html,"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",16478417.0,5,"Biệt thự, nhà liền kề",25m,297 m2,---,Khu đô thị mới Nam Thăng Long - Ciputra Hà Nội (xem chi tiết dự án),---,Cần bán,---,12m,---,3
Sổ hồng/ Sổ đỏ,_,---,17m,164 tỷ,https://alonhadat.com.vn/chinh-chu-ban-biet-thu-358m2-khu-c7-ciputra-16478164.html,"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",16478164.0,6,"Biệt thự, nhà liền kề",28m,358 m2,---,Khu đô thị mới Nam Thăng Long - Ciputra Hà Nội (xem chi tiết dự án),---,Cần bán,---,13m,---,3
Sổ hồng/ Sổ đỏ,_,---,21m,162 tỷ,https://alonhadat.com.vn/chinh-chu-gui-ban-biet-thu-325m2-khu-k-ciputra-16478194.html,"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",16478194.0,6,"Biệt thự, nhà liền kề",27m,325 m2,---,Khu đô thị mới Nam Thăng Long - Ciputra Hà Nội (xem chi tiết dự án),---,Cần bán,---,12m,---,4
Sổ hồng/ Sổ đỏ,_,---,15m,184 tỷ,https://alonhadat.com.vn/ban-gap-biet-thu-400m2-khu-k6-ciputra-tay-ho-16478222.html,"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",16478222.0,6,"Biệt thự, nhà liền kề",33m,400 m2,---,Khu đô thị mới Nam Thăng Long - Ciputra Hà Nội (xem chi tiết dự án),---,Cần bán,---,12m,---,3
Sổ hồng/ Sổ đỏ,_,---,5m,"24,8 tỷ",https://alonhadat.com.vn/-kien-thanh-trau-quy-ngo-thoang-thong-dien-tich-rong-xay-nha-kinh-doanh-tro-17412879.html,"Đường Kiên Thành, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",17412879.0,---,"Đất thổ cư, đất ở",22m,196 m2,---,,---,Cần bán,,"9,2m",---,---
---,_,---,12m,"8,4 tỷ",https://alonhadat.com.vn/sieu-vip-mat-tien-duong-ba-trac-quan-8-2-tang-duong-12m-4x16m-nhinh-8-ty-17412876.html,"Đường Dương Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh",17412876.0,3,Nhà mặt tiền,16m,64 m2,---,,---,Cần bán,---,4m,---,2
Sổ hồng/ Sổ đỏ,_,---,6m,"2,7 tỷ",https://alonhadat.com.vn/ban-nha-hem-au-co-quan-11-15m2-17412877.html,"Đường Âu Cơ, Phường 14, Quận 11, Hồ Chí Minh",17412877.0,2,Nhà trong hẻm,6m,15 m2,---,,---,Cần bán,---,"2,7m",---,2
Sổ hồng/ Sổ đỏ,_,---,4m,20 tỷ,https://alonhadat.com.vn/ban-nha-pho-le-trong-tan-thanh-xuan-5-tang-mat-tien-5m-ngo-o-to-20-ty-17412875.html,"Phố Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",17412875.0,4,Nhà trong hẻm,13m,62 m2,,,,Cần bán,,5m,,5
Sổ hồng/ Sổ đỏ,_,---,12m,"19,5 tỷ",https://alonhadat.com.vn/nha-180m2-mat-tien-thi-sach-ngay-trung-tam-cach-benh-vien-tinh-300met-ngang-gan-8met-16158981.html,"Đường Thi Sách, Phường 6, Thành phố Đà Lạt, Lâm Đồng",16158981.0,5,Nhà mặt tiền,---,180 m2,---,,---,Cần bán,---,---,---,2
Sổ hồng/ Sổ đỏ,_,---,5m,8 tỷ,https://alonhadat.com.vn/ban-dat-xay-dung-view-dep-vinh-vien-duong-nhua-oto-tan-noi-chi-8-ty-cho-dien-tich-204m-16159018.html,"Đường Cao Thắng, Phường 7, Thành phố Đà Lạt, Lâm Đồng",16159018.0,---,"Đất thổ cư, đất ở",---,204 m2,---,,---,Cần bán,---,---,---,---
Sổ hồng/ Sổ đỏ,_,---,8m,"16,5 tỷ",https://alonhadat.com.vn/-sieu-pham-dat-nghi-duong-dinh-cao-tai-doi-hung-vuong-da-lat-gia-re-nhat-khu-vuc-16435521.html,"Đường Hùng Vương, Phường 11, Thành phố Đà Lạt, Lâm Đồng",16435521.0,---,"Đất thổ cư, đất ở",---,224 m2,---,,---,Cần bán,---,---,---,---
Sổ hồng/ Sổ đỏ,Đông Nam,---,9m,"6,5 tỷ",https://alonhadat.com.vn/dat-xd-ba-mat-tien-thong-thoang-72m2-duong-nhua-9met-so-rieng-ngay-thung-lung-6-5-ty-14740672.html,"Đường An Sơn, Phường 4, Thành phố Đà Lạt, Lâm Đồng",14740672.0,---,"Đất thổ cư, đất ở",12m,72 m2,---,,---,Cần bán,---,6m,---,---
Sổ hồng/ Sổ đỏ,_,---,5m,32 tỷ,https://alonhadat.com.vn/-ban-khach-san-moi-14-phong-625m2-view-dep-vinh-vien-duong-khe-sanh-p-10-da-lat--16177476.html,"Đường Khe Sanh, Phường 10, Thành phố Đà Lạt, Lâm Đồng",16177476.0,14,"Nhà hàng, khách sạn",---,625 m2,---,,---,Cần bán,---,---,---,3
Sổ hồng/ Sổ đỏ,_,---,5m,30 tỷ,https://alonhadat.com.vn/-ban-1-hecta-dat-nong-nghiep-view-cuc-dep-mimosa-p-10-da-lat-duong-oto-tan-noi-16177485.html,"Đường Mimosa, Phường 10, Thành phố Đà Lạt, Lâm Đồng",16177485.0,---,"Đất nông, lâm nghiệp",---,10.000 m2,---,,---,Cần bán,---,---,---,---
Sổ hồng/ Sổ đỏ,_,---,8m,38 tỷ,https://alonhadat.com.vn/ban-lo-dat-dep-khu-quy-hoach-golf-valley-trung-tam-da-lat-ngay-du-an-haus-gia-re-nhat-16177562.html,"Đường Bùi Thị Xuân, Phường 2, Thành phố Đà Lạt, Lâm Đồng",16177562.0,---,"Đất thổ cư, đất ở",---,345 m2,---,,---,Cần bán,---,---,---,---
Sổ hồng/ Sổ đỏ,Đông Bắc,---,9m,"6,5 tỷ",https://alonhadat.com.vn/-dat-2-mat-tien-9m-va-4m-khu-an-son-chi-6-5-ty-khu-nha-pho-nghi-duong-cao-cap-dl-15131427.html,"Đường An Sơn, Phường 4, Thành phố Đà Lạt, Lâm Đồng",15131427.0,---,"Đất thổ cư, đất ở",16m,80 m2,---,,---,Cần bán,---,5m,---,---
Sổ hồng/ Sổ đỏ,Tây Bắc,---,16m,21 tỷ,https://alonhadat.com.vn/-21-ty-hotel-mat-tien-nguyen-van-troi-di-bo-ra-cho-dem-dl-16-phong-da-hoan-cong-14831845.html,"Đường Nguyễn Văn Trỗi, Phường 1, Thành phố Đà Lạt, Lâm Đồng",14831845.0,16,"Nhà hàng, khách sạn",23m,142 m2,---,,---,Cần bán,---,6m,---,3
Sổ hồng/ Sổ đỏ,_,---,20m,13 tỷ,https://alonhadat.com.vn/-tong-hop-cac-lo-dat-mat-tien-duong-nhua-chinh-trung-tam-da-lat-kinh-doanh-tot-15927393.html,"Đường Đống Đa, Phường 3, Thành phố Đà Lạt, Lâm Đồng",15927393.0,4,"Đất thổ cư, đất ở",---,326 m2,---,,---,Cần bán,---,---,---,1
